Código;VR respuesta rápida – Solucionada (?5 min);VR respuesta rápida – Revisión profunda / OT CAPITALBUS;Observación estándar – Reporte CAPITALBUS
NVD-325;"[VR-OK] NVD-325 – Resolución cambió
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-325 – Resolución cambió
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección física: limpieza cúpula, ajuste enfoque/montaje e IR; revisar conector M12/RJ45, cableado y puerto PoE; prueba cruzada y reemplazo de cámara si persiste.
Posibles causas (referencia): Config alterada.
Evidencia mínima a adjuntar: Captura config.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-325. Novedad: Resolución cambió. Equipo: Cámaras{/CANAL opcional}. Síntoma reportado: Calidad baja repentina. Categoría: Cámaras (Video/Audio). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-326;"[VR-OK] NVD-326 – Canal deshabilitado
Se corrige mapeo/habilitación de canal y queda operativo.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-326 – Canal deshabilitado
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección física: limpieza cúpula, ajuste enfoque/montaje e IR; revisar conector M12/RJ45, cableado y puerto PoE; prueba cruzada y reemplazo de cámara si persiste.
Posibles causas (referencia): Config.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-326. Novedad: Canal deshabilitado. Equipo: Cámaras{/CANAL opcional}. Síntoma reportado: No aparece. Categoría: Cámaras (Video/Audio). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-327;"[VR-OK] NVD-327 – Firmware cámara incompatible
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-327 – Firmware cámara incompatible
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección física: limpieza cúpula, ajuste enfoque/montaje e IR; revisar conector M12/RJ45, cableado y puerto PoE; prueba cruzada y reemplazo de cámara si persiste.
Posibles causas (referencia): Versiones.
Evidencia mínima a adjuntar: Versiones.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-327. Novedad: Firmware cámara incompatible. Equipo: Cámaras{/CANAL opcional}. Síntoma reportado: No levanta stream. Categoría: Cámaras (Video/Audio). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-328;"[VR-OK] NVD-328 – Cámara no soporta H.265
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-328 – Cámara no soporta H.265
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Inspección física: limpieza cúpula, ajuste enfoque/montaje e IR; revisar conector M12/RJ45, cableado y puerto PoE; prueba cruzada y reemplazo de cámara si persiste.
Posibles causas (referencia): Codec no compatible.
Evidencia mínima a adjuntar: Captura codec.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-328. Novedad: Cámara no soporta H.265. Equipo: Cámaras{/CANAL opcional}. Síntoma reportado: Pantalla negra. Categoría: Cámaras (Video/Audio). Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-400;"[VR-OK] NVD-400 – Conector M12 flojo
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-400 – Conector M12 flojo
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Mala fijación.
Evidencia mínima a adjuntar: Foto conector.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-400. Novedad: Conector M12 flojo. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Falla con vibración. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-401;"[VR-OK] NVD-401 – M12 sin pines / suelto
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-401 – M12 sin pines / suelto
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Conector dañado.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-401. Novedad: M12 sin pines / suelto. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Pérdida link. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-402;"[VR-OK] NVD-402 – Cable UTP pellizcado
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-402 – Cable UTP pellizcado
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Ruta cable deficiente.
Evidencia mínima a adjuntar: Foto daño.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-402. Novedad: Cable UTP pellizcado. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Link intermitente. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-403;"[VR-OK] NVD-403 – Cable PoE cortado
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-403 – Cable PoE cortado
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Corte físico.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-403. Novedad: Cable PoE cortado. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Cámara apagada. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-404;"[VR-OK] NVD-404 – Pérdida de link en switch
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-404 – Pérdida de link en switch
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Puerto dañado.
Evidencia mínima a adjuntar: Foto LEDs.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-404. Novedad: Pérdida de link en switch. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: LED link apagado. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-405;"[VR-OK] NVD-405 – Switch reinicia
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-405 – Switch reinicia
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Alimentación o falla switch.
Evidencia mínima a adjuntar: Video LEDs.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-405. Novedad: Switch reinicia. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Cae todo el sistema. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-406;"[VR-OK] NVD-406 – Loop de red (si aplica)
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-406 – Loop de red (si aplica)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Conexión incorrecta.
Evidencia mínima a adjuntar: Registro.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-406. Novedad: Loop de red (si aplica). Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Tormenta broadcast. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-407;"[VR-OK] NVD-407 – IP conflictiva
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-407 – IP conflictiva
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): DHCP/estático duplicado.
Evidencia mínima a adjuntar: Listado IPs.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-407. Novedad: IP conflictiva. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Cámaras no aparecen. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-408;"[VR-OK] NVD-408 – DHCP interno fallando
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-408 – DHCP interno fallando
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Servidor DHCP caído.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-408. Novedad: DHCP interno fallando. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Equipos sin IP. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-409;"[VR-OK] NVD-409 – Velocidad negociada baja
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-409 – Velocidad negociada baja
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Cable/puerto.
Evidencia mínima a adjuntar: Captura link.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-409. Novedad: Velocidad negociada baja. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Video se congela. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-410;"[VR-OK] NVD-410 – PoE presupuesto insuficiente
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-410 – PoE presupuesto insuficiente
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Switch subdimensionado.
Evidencia mínima a adjuntar: Inventario PoE.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-410. Novedad: PoE presupuesto insuficiente. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Varias cámaras reinician. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-411;"[VR-OK] NVD-411 – Conector oxidado
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-411 – Conector oxidado
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Humedad.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-411. Novedad: Conector oxidado. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Intermitencia. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-412;"[VR-OK] NVD-412 – Cableado sin sujeción
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-412 – Cableado sin sujeción
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Instalación.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-412. Novedad: Cableado sin sujeción. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Se mueve/roza. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-413;"[VR-OK] NVD-413 – Canaleta rota
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-413 – Canaleta rota
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Vibración/impacto.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-413. Novedad: Canaleta rota. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Cable expuesto. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-414;"[VR-OK] NVD-414 – Ruteo por zona caliente
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-414 – Ruteo por zona caliente
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Proximidad motor/escape.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-414. Novedad: Ruteo por zona caliente. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Degradación cable. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-415;"[VR-OK] NVD-415 – Conector incorrecto (no IP67)
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-415 – Conector incorrecto (no IP67)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Mala selección.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-415. Novedad: Conector incorrecto (no IP67). Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Entrada humedad. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-416;"[VR-OK] NVD-416 – Sin etiqueta de cable
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-416 – Sin etiqueta de cable
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): Falta de estandar.
Evidencia mínima a adjuntar: Foto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-416. Novedad: Sin etiqueta de cable. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Difícil diagnóstico. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-417;"[VR-OK] NVD-417 – Puerto NVR sin link
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-417 – Puerto NVR sin link
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): NIC dañada.
Evidencia mínima a adjuntar: Captura.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-417. Novedad: Puerto NVR sin link. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: No ve cámaras. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-418;"[VR-OK] NVD-418 – Interferencia por cables potencia
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-418 – Interferencia por cables potencia
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Revisar/crimpar conectores M12/RJ45, continuidad y fijación; revisar puertos y alimentación del switch PoE; reemplazar cable o conector dañado; validar estabilidad de enlace.
Posibles causas (referencia): UTP junto a potencia.
Evidencia mínima a adjuntar: Foto ruta.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-418. Novedad: Interferencia por cables potencia. Equipo: Cableado / Switch{/CANAL opcional}. Síntoma reportado: Artefactos. Categoría: Cableado / Red interna. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-500;"[VR-OK] NVD-500 – Credenciales inválidas en CMS
Se actualizan credenciales/permiso y se valida acceso OK.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-500 – Credenciales inválidas en CMS
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Contraseña cambiada, desincronía.
Evidencia mínima a adjuntar: Error exacto.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-500. Novedad: Credenciales inválidas en CMS. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: No autentica. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-501;"[VR-OK] NVD-501 – NVR sin licencia / licencia vencida (si aplica)
Se valida/actualiza licencia y se confirma operación OK.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-501 – NVR sin licencia / licencia vencida (si aplica)
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Licencia expirada.
Evidencia mínima a adjuntar: Captura licencia.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-501. Novedad: NVR sin licencia / licencia vencida (si aplica). Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Funciones bloqueadas. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-502;"[VR-OK] NVD-502 – Firmware NVR desactualizado
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-502 – Firmware NVR desactualizado
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Sin plan actualización.
Evidencia mínima a adjuntar: Versión.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-502. Novedad: Firmware NVR desactualizado. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Bugs conocidos. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-503;"[VR-OK] NVD-503 – Actualización fallida
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-503 – Actualización fallida
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Corte energía, paquete corrupto.
Evidencia mínima a adjuntar: Logs.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-503. Novedad: Actualización fallida. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Equipo inestable. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
NVD-504;"[VR-OK] NVD-504 – Servicios de grabación caídos
Se valida operación normal; novedad recuperada/no reproducible en la ventana consultada.
Validación: CMS/Live/Playback/Logs (según aplique).
Acción: Cerrar como «Solucionada en VR» y monitorear 48 h (reabrir si reincide).";"[VR-OT] NVD-504 – Servicios de grabación caídos
Resultado: no recupera en verificación rápida / requiere diagnóstico extendido.
Acción: Solicitar OT correctivo a CAPITALBUS (preferible nocturno).
Actividades en bus: Respaldar configuración; revisar credenciales, licencias, perfiles y horarios; recolectar logs; aplicar ajuste/actualización controlada (firmware) según diagnóstico.
Posibles causas (referencia): Proceso colgado.
Evidencia mínima a adjuntar: Log servicios.";[REPORTE CAPITALBUS] Bus {BUS} | Fecha/Hora {FECHA_HORA} | NVD-504. Novedad: Servicios de grabación caídos. Equipo: NVR / Cámaras / CMS{/CANAL opcional}. Síntoma reportado: Live ok, sin grabación. Categoría: Software / Configuración. Acción inmediata: iniciar Verificación rápida (primeros 5 min).
